observation_id,observer_id,taxon_id,license,latitude_public,longitude_public,latitude_private,longitude_private,coordinate_precision,coordinate_precision_public,observed_on,observed_on_string,created_at,quality_grade,url,description,id_agreements,id_disagreements,captive_cultivated,place_guess_public,place_guess_private,obscured,in_project
361614495,3064171,4509,cc-by-nc,-123.9680799858,45.8843199664,,,31.0,31.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:54-07:00,research,https://www.inaturalist.org/observations/361614495,Birdathon 2026!,1,0,False,"Tolovana Park, Cannon Beach, OR, USA",,False,False
361614494,3064171,4509,cc-by-nc,-123.9680799858,45.8843199664,,,31.0,31.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:54-07:00,research,https://www.inaturalist.org/observations/361614494,"Flying with another who has their own observation, mate maybe? Birdathon 2026!",1,0,False,"Tolovana Park, Cannon Beach, OR, USA",,False,False
361614493,3064171,4509,cc-by-nc,-123.9680799858,45.8843199664,,,31.0,31.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:54-07:00,research,https://www.inaturalist.org/observations/361614493,"Flying with another who has their own observation, mate maybe? Birdathon 2026!",1,0,False,"Tolovana Park, Cannon Beach, OR, USA",,False,False
361614490,3064171,7111,cc-by-nc,-123.9680799858,45.8843199664,,,31.0,31.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:53-07:00,research,https://www.inaturalist.org/observations/361614490,Birdathon 2026!,1,0,False,"Tolovana Park, Cannon Beach, OR, USA",,False,False
361614489,3064171,7111,cc-by-nc,-123.9680799858,45.8843199664,,,31.0,31.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:53-07:00,research,https://www.inaturalist.org/observations/361614489,Birdathon 2026!,1,0,False,"Tolovana Park, Cannon Beach, OR, USA",,False,False
361614488,3064171,7111,cc-by-nc,-123.9680799858,45.8843199664,,,31.0,31.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:53-07:00,research,https://www.inaturalist.org/observations/361614488,Birdathon 2026!,1,0,False,"Tolovana Park, Cannon Beach, OR, USA",,False,False
361614484,3064171,4509,cc-by-nc,-123.9680799858,45.8843199664,,,31.0,31.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:52-07:00,research,https://www.inaturalist.org/observations/361614484,First puffins in a long time. Birdathon 2026!,1,0,False,"Tolovana Park, Cannon Beach, OR, USA",,False,False
361614477,3064171,4334,cc-by-nc,-123.9858435382,46.206855421,,,122.0,122.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:50-07:00,research,https://www.inaturalist.org/observations/361614477,Birdathon 2026!,1,0,False,"Clatsop County, OR, USA",,False,False
361614473,3064171,4334,cc-by-nc,-123.9858435382,46.206855421,,,122.0,122.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:48-07:00,research,https://www.inaturalist.org/observations/361614473,Birdathon 2026!,1,0,False,"Clatsop County, OR, USA",,False,False
361614470,3064171,4334,cc-by-nc,-123.9858435382,46.206855421,,,122.0,122.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:47-07:00,research,https://www.inaturalist.org/observations/361614470,Birdathon 2026!,1,0,False,"Clatsop County, OR, USA",,False,False
361614426,3064171,4334,cc-by-nc,-123.689127,46.1696071,,,197.0,197.0,2026-05-14,2026/05/14 5:16 AM,2026-05-14T21:57:38-07:00,research,https://www.inaturalist.org/observations/361614426,Birdathon 2026!,1,0,False,"Twilight Eagle Sanctuary, 39450-39658 Burnside Loop, Astoria, OR 97103, USA",,False,False
361605838,297709,4334,cc-by-nc,-120.27961,44.6616333333,,,,,2026-05-11,2026-05-11 12:22:31-08:00,2026-05-14T20:56:00-07:00,research,https://www.inaturalist.org/observations/361605838,,2,0,False,"John Day Fossil Beds National Monument, Mitchell, OR, US",,False,False
361580982,5835350,7004,cc-by-nc,-121.1454695,44.36392,,,9.0,9.0,2026-05-13,2026-05-13 13:16:54,2026-05-14T18:20:41-07:00,research,https://www.inaturalist.org/observations/361580982,,1,0,False,"Misery Ridge Loop, Terrebonne, OR, US",,False,False
361538267,10522912,503174,cc-by-nc,-121.5492118,44.2909491,,,2330.0,2330.0,2024-10-26,2024/10/26 12:49 PM,2026-05-14T14:39:24-07:00,research,https://www.inaturalist.org/observations/361538267,,2,0,False,"Sisters, OR 97759, USA",,False,False
361497817,1309897,503174,cc0,-123.67193,42.23947,,,30.0,30.0,2026-04-24,2026/04/24 3:47 PM,2026-05-14T11:54:34-07:00,research,https://www.inaturalist.org/observations/361497817,Could this be a Golden Eagle?,2,0,False,"Josephine County, OR, USA",,False,False
361446374,2949453,3906,cc-by-nc,-118.9650760337,43.2816670254,,,122.0,122.0,2026-05-11,2026/05/11 12:02 PM,2026-05-14T08:44:37-07:00,research,https://www.inaturalist.org/observations/361446374,,1,0,False,"Harney County, OR, USA",,False,False
361358788,10215401,4334,cc-by-nc,-122.81617,45.72805,,,10.0,10.0,2026-05-13,2026-05-13 19:40:44,2026-05-14T00:23:42-07:00,research,https://www.inaturalist.org/observations/361358788,,1,0,False,"Portland, OR, US",,False,False
361230289,7318816,7111,cc-by-nc,-122.2528687684,43.7097374727,,,15.0,27443.0,2026-05-11,2026/05/11 12:08 PM,2026-05-13T12:06:28-07:00,research,https://www.inaturalist.org/observations/361230289,,2,0,False,"Lane County, US-OR, US",,True,False
361229690,297709,4334,cc-by-nc,-117.9179,45.5356666667,,,,,2026-05-09,2026-05-09 10:06:02-08:00,2026-05-13T12:03:42-07:00,research,https://www.inaturalist.org/observations/361229690,,1,0,False,"Philberg Rd, Elgin, OR, US",,False,False
361220200,297709,4334,cc-by-nc,-118.7801283333,45.5703583333,,,,,2026-05-08,2026-05-08 15:51:33-08:00,2026-05-13T11:25:03-07:00,research,https://www.inaturalist.org/observations/361220200,,1,0,False,"Mckay Creek National Wildlife Refuge, Pendleton, OR, US",,False,False
361172305,6009938,4509,cc-by-nc,-123.9656216667,45.88442,,,5.0,5.0,2019-07-04,2019-07-04 09:10:16,2026-05-13T08:35:37-07:00,research,https://www.inaturalist.org/observations/361172305,,2,0,False,"Cannon Beach, OR, US",,False,False
361081353,9878362,6993,cc-by-nc,-124.0189353704,44.9270850828,,,108.0,108.0,2025-12-27,2025-12-27 13:37:50,2026-05-12T22:49:28-07:00,research,https://www.inaturalist.org/observations/361081353,,1,0,False,"SW 51st St, Lincoln City, OR, US",,False,False
360934359,3877741,7004,,-123.6794339,42.2388821997,,,,,2026-05-11,2026-05-11 17:04:30,2026-05-12T11:01:52-07:00,research,https://www.inaturalist.org/observations/360934359,,1,0,False,"Selma, OR 97538, USA",,False,False
360790780,6718267,7111,cc-by-nc,-123.9677313343,45.8841300851,,,211.0,211.0,2026-04-25,2026-04-25 14:59:52,2026-05-11T21:04:06-07:00,research,https://www.inaturalist.org/observations/360790780,,2,0,False,"Tolovana Park, Cannon Beach, OR, USA",,False,False
360790519,1249080,9771,cc0,-122.2440323326,42.297030287,,,15.0,15.0,2015-02-23,2015/02/23 3:22 PM,2026-05-11T21:02:42-07:00,research,https://www.inaturalist.org/observations/360790519,,1,0,False,"Klamath County, OR, USA",,False,False
360788821,1249080,9771,cc0,-122.0712535152,43.2171054858,,,61.0,61.0,2015-02-18,2015/02/18 9:12 AM,2026-05-11T20:52:38-07:00,research,https://www.inaturalist.org/observations/360788821,,1,0,False,"Douglas County, OR, USA",,False,False
360788819,1249080,9771,cc0,-122.0712535152,43.2171054858,,,61.0,61.0,2015-02-18,2015/02/18 1:19 PM,2026-05-11T20:52:38-07:00,research,https://www.inaturalist.org/observations/360788819,,1,0,False,"Douglas County, OR, USA",,False,False
360788818,1249080,9771,cc0,-122.0712535152,43.2171054858,,,61.0,61.0,2015-02-18,2015/02/18 1:13 PM,2026-05-11T20:52:38-07:00,research,https://www.inaturalist.org/observations/360788818,,1,0,False,"Douglas County, OR, USA",,False,False
360773915,6291254,7111,cc-by-nc,-124.0617193915,44.6170195597,,,324.0,324.0,2026-05-05,2026-05-05 14:31:19,2026-05-11T19:26:08-07:00,research,https://www.inaturalist.org/observations/360773915,,1,0,False,"Newport, OR, US",,False,False
360769235,2740287,7004,cc-by-nc,-122.981706073,44.0049044161,,,80.0,80.0,2026-05-06,2026-05-06 10:23:31,2026-05-11T19:02:08-07:00,research,https://www.inaturalist.org/observations/360769235,,2,0,False,"Eugene, OR, US",,False,False
360745414,7573684,7004,,-123.06775,44.0515555,,,14.0,14.0,2026-05-11,2026-05-11 16:10:59,2026-05-11T17:04:21-07:00,research,https://www.inaturalist.org/observations/360745414,,2,0,False,"Ruth Bascom Bike Path, Eugene, OR, US",,False,False
360695953,10045467,4334,cc-by-nc,-122.8398029506,45.3829462858,,,40.0,40.0,2026-05-11,2026-05-11 10:52:04,2026-05-11T13:24:39-07:00,research,https://www.inaturalist.org/observations/360695953,,3,0,False,"Sherwood, OR, US",,False,False
360618966,5754560,1264,,-119.7851324904,42.5603446334,,,2557230.0,2557230.0,2019-01-01,2019-01-01 00:00:15,2026-05-11T08:41:28-07:00,research,https://www.inaturalist.org/observations/360618966,,1,0,False,United States,,True,False
360609139,5754560,3906,,-119.8482381311,42.531472537,,,6236.0,6236.0,2025-12-19,2025-12-19 13:43:49,2026-05-11T08:04:35-07:00,research,https://www.inaturalist.org/observations/360609139,,2,0,False,"Plush, OR, US",,False,False
360511053,9569734,4509,,-123.9946515482,45.8864497093,,,1487.0,27095.0,2026-05-09,2026/05/09 11:06 AM,2026-05-10T22:38:40-07:00,research,https://www.inaturalist.org/observations/360511053,,1,0,False,"Oregon, US",,True,False
360511046,9569734,4509,,-123.9067997691,45.987048417,,,1487.0,27095.0,2026-05-09,2026/05/09 11:05 AM,2026-05-10T22:38:39-07:00,research,https://www.inaturalist.org/observations/360511046,,1,0,False,"Oregon, US",,True,False
360511029,9569734,4509,,-123.9464416651,45.8616678495,,,1487.0,27095.0,2026-05-09,2026/05/09 10:34 AM,2026-05-10T22:38:37-07:00,research,https://www.inaturalist.org/observations/360511029,,1,0,False,"Oregon, US",,True,False
360511028,9569734,4509,,-123.8551557024,45.8247231204,,,1487.0,27095.0,2026-05-09,2026/05/09 10:36 AM,2026-05-10T22:38:37-07:00,research,https://www.inaturalist.org/observations/360511028,,1,0,False,"Oregon, US",,True,False
360511027,9569734,4509,,-123.9320447729,45.8986477848,,,1487.0,27095.0,2026-05-09,2026/05/09 10:29 AM,2026-05-10T22:38:37-07:00,research,https://www.inaturalist.org/observations/360511027,,1,0,False,"Oregon, US",,True,False
360511018,9569734,4509,,-123.8123597359,45.999546008,,,1487.0,27095.0,2026-05-09,2026/05/09 10:23 AM,2026-05-10T22:38:36-07:00,research,https://www.inaturalist.org/observations/360511018,,1,0,False,"Oregon, US",,True,False
360511011,9569734,4509,,-123.9980310927,45.9266254863,,,1487.0,27095.0,2026-05-09,2026/05/09 10:22 AM,2026-05-10T22:38:35-07:00,research,https://www.inaturalist.org/observations/360511011,,1,0,False,"Oregon, US",,True,False
360510994,9569734,4509,,-123.9612179172,45.9927122349,,,1487.0,27095.0,2026-05-09,2026/05/09 10:17 AM,2026-05-10T22:38:33-07:00,research,https://www.inaturalist.org/observations/360510994,,1,0,False,"Oregon, US",,True,False
360510993,9569734,4509,,-123.865496641,45.9881397113,,,1487.0,27095.0,2026-05-09,2026/05/09 10:19 AM,2026-05-10T22:38:33-07:00,research,https://www.inaturalist.org/observations/360510993,,1,0,False,"Oregon, US",,True,False
360510952,9569734,4509,,-123.849262211,45.8587220109,,,1487.0,27095.0,2026-05-09,2026/05/09 9:33 AM,2026-05-10T22:38:28-07:00,research,https://www.inaturalist.org/observations/360510952,,1,0,False,"Oregon, US",,True,False
360510942,9569734,4509,,-123.8175998417,45.9083483041,,,1487.0,27095.0,2026-05-09,2026/05/09 9:28 AM,2026-05-10T22:38:27-07:00,research,https://www.inaturalist.org/observations/360510942,,1,0,False,"Oregon, US",,True,False
360510934,9569734,4509,,-123.8417411877,45.8202772786,,,1487.0,27095.0,2026-05-09,2026/05/09 9:28 AM,2026-05-10T22:38:26-07:00,research,https://www.inaturalist.org/observations/360510934,,1,0,False,"Oregon, US",,True,False
360510933,9569734,4509,,-123.9330629733,45.9914429295,,,1487.0,27095.0,2026-05-09,2026/05/09 9:27 AM,2026-05-10T22:38:26-07:00,research,https://www.inaturalist.org/observations/360510933,,1,0,False,"Oregon, US",,True,False
360510932,9569734,4509,,-123.9039602595,45.9398007624,,,1487.0,27095.0,2026-05-09,2026/05/09 9:27 AM,2026-05-10T22:38:26-07:00,research,https://www.inaturalist.org/observations/360510932,,1,0,False,"Oregon, US",,True,False
360510920,9569734,4509,,-123.9150508192,45.8654105912,,,1487.0,27095.0,2026-05-09,2026/05/09 9:22 AM,2026-05-10T22:38:25-07:00,research,https://www.inaturalist.org/observations/360510920,,1,0,False,"Oregon, US",,True,False
360507264,3775986,7111,,-121.8852083333,45.3821716667,,,2778.0,2778.0,2026-05-10,2026-05-10 16:45:08-07:00,2026-05-10T22:16:33-07:00,research,https://www.inaturalist.org/observations/360507264,,1,0,False,"Rhododendron, OR, US",,False,False
360490305,5207617,4334,cc-by-nc,-121.8050066667,42.235885,,,,,2026-05-03,2026/05/03 8:38 AM,2026-05-10T20:45:12-07:00,research,https://www.inaturalist.org/observations/360490305,,1,0,False,"Klamath Falls, OR, USA",,False,False
360462575,9569734,4509,,-123.9619512287,45.8899723941,,,807.0,27095.0,2026-05-09,2026/05/09 9:05 AM,2026-05-10T19:00:20-07:00,research,https://www.inaturalist.org/observations/360462575,,1,0,False,"Oregon, US",,True,False
360462574,9569734,7111,,-123.9509595404,45.8832420516,,,807.0,27095.0,2026-05-09,2026/05/09 9:04 AM,2026-05-10T19:00:20-07:00,research,https://www.inaturalist.org/observations/360462574,,3,0,False,"Oregon, US",,True,False
360462573,9569734,7111,,-123.954870923,45.8426516698,,,807.0,27095.0,2026-05-09,2026/05/09 9:03 AM,2026-05-10T19:00:20-07:00,research,https://www.inaturalist.org/observations/360462573,,2,0,False,"Oregon, US",,True,False
360462546,9569734,4509,,-123.9739231968,45.9673230883,,,807.0,27095.0,2026-05-09,2026/05/09 8:31 AM,2026-05-10T19:00:16-07:00,research,https://www.inaturalist.org/observations/360462546,,1,0,False,"Oregon, US",,True,False
360462539,9569734,4509,,-123.83668745,45.9819785029,,,807.0,27095.0,2026-05-09,2026/05/09 8:27 AM,2026-05-10T19:00:14-07:00,research,https://www.inaturalist.org/observations/360462539,,1,0,False,"Oregon, US",,True,False
360445076,6394851,7004,cc-by-nc,-123.2653533931,45.4548291323,,,4.0,4.0,2026-05-07,2026/05/07 ,2026-05-10T17:54:47-07:00,research,https://www.inaturalist.org/observations/360445076,,1,0,False,"Washington County, OR, USA",,False,False
360435708,5536563,4509,cc-by-nc,-124.1267085448,44.121775598,,,194.0,194.0,2026-05-10,2026-05-10 17:00:28,2026-05-10T17:20:40-07:00,research,https://www.inaturalist.org/observations/360435708,,1,0,False,Sea Lion Caves,,False,False
360380430,8530369,4334,cc-by-nc,-122.8389283333,45.3812116667,,,6.0,6.0,2026-05-10,2026-05-10 13:02:50,2026-05-10T14:11:15-07:00,research,https://www.inaturalist.org/observations/360380430,,3,0,False,"Seasonal Trail, Sherwood, OR, US",,False,False
360341893,4621323,6993,,-123.9861552881,46.2246653799,,,31.0,31.0,2026-05-09,2026/05/09 3:34 PM,2026-05-10T12:25:18-07:00,research,https://www.inaturalist.org/observations/360341893,,3,0,False,"Clatsop County, OR, USA",,False,False
360323245,10423461,4509,cc-by-nc,-123.9683695647,45.884530925,,,67.0,67.0,2026-04-18,2026-04-18 09:10:00Z,2026-05-10T11:37:15-07:00,research,https://www.inaturalist.org/observations/360323245,"many flying near haystack rock this morning at haystack rock , cannon beach oregon",1,0,False,"Oregon Islands National Wildlife Refuge, OR, US",,False,False
360313990,10423461,7111,cc-by-nc,-123.9625388889,45.8746388889,,,1.0,1.0,2026-04-29,2026/04/29 5:47 AM,2026-05-10T11:14:45-07:00,research,https://www.inaturalist.org/observations/360313990,,3,0,False,"Tolovana Park, Cannon Beach, OR, USA",,False,False
360310869,5259,4334,cc-by,-124.5036783333,42.9004033333,,,11.0,11.0,2026-05-10,2026-05-10 08:59:35,2026-05-10T11:06:49-07:00,research,https://www.inaturalist.org/observations/360310869,,1,0,False,"Floras Lake Rd, Langlois, OR, US",,False,False
361513883,444774,63695,,-124.1164687984,44.3763995404,,,,27348.0,2026-05-14,2026-05-14 11:09:25,2026-05-14T12:55:51-07:00,research,https://www.inaturalist.org/observations/361513883,68 cm caught in 150ft,6,0,False,"Oregon, US",,True,False
361512653,444774,63695,,-124.1684159722,44.2382309722,,,,,2026-05-12,2026-05-12 09:37:10,2026-05-14T12:51:24-07:00,research,https://www.inaturalist.org/observations/361512653,,4,0,False,"Lane County, OR, USA",,False,False
362805707,297709,53692,cc-by-nc,-123.8044666667,45.3720716667,,,934.0,934.0,2026-05-18,2026-05-18 10:07:08-07:00,2026-05-18T10:38:49-07:00,research,https://www.inaturalist.org/observations/362805707,,1,0,False,"Highway 101 S, Tillamook, OR, US",,False,False
361624094,5043304,1473968,cc-by-nc,-122.072457427,45.5718356704,,,4.0,27158.0,2026-05-14,2026-05-14 23:24:19-07:00,2026-05-14T23:24:31-07:00,research,https://www.inaturalist.org/observations/361624094,,1,0,False,"Oregon, US",,True,False
361348005,5043304,1473968,cc-by-nc,-122.6493499139,45.5890426884,,,20.0,27158.0,2026-05-13,2026-05-13 22:50:23-07:00,2026-05-13T22:50:32-07:00,research,https://www.inaturalist.org/observations/361348005,,1,0,False,"Oregon, US",,True,False
361304277,4784828,1473968,,-124.1423648454,44.2102257593,,,13.0,27348.0,2026-05-13,2026-05-13 13:27:43-07:00,2026-05-13T18:03:02-07:00,research,https://www.inaturalist.org/observations/361304277,,1,0,False,"Oregon, US",,True,False
360338577,521910,57797,cc-by,-124.5041271765,42.9039619491,,,,,2026-05-09,2026/05/09 2:06 PM,2026-05-10T12:16:30-07:00,research,https://www.inaturalist.org/observations/360338577,Common in sandy areas.,1,0,False,"Floras Lake Trail, Curry County, OR, USA",,False,False
361892404,4248797,68083,cc-by-nc,-122.1672263306,42.9265467623,,,4.0,4.0,2026-05-15,2026-05-15 11:59:52,2026-05-15T20:51:11-07:00,research,https://www.inaturalist.org/observations/361892404,,1,0,False,"Rim Trail, Chiloquin, OR, US",,False,False
361561605,419060,78470,cc-by-nc,-124.4646344905,43.1686007151,,,32.0,27537.0,2026-05-14,2026-05-14 16:31:19-07:00,2026-05-14T16:34:49-07:00,research,https://www.inaturalist.org/observations/361561605,,1,0,False,"Oregon, US",,True,False
362161024,5603162,62474,cc-by-nc,-120.2774666642,44.6608754756,,,4.0,4.0,2026-05-16,2026-05-16 11:25:40-07:00,2026-05-16T15:15:37-07:00,research,https://www.inaturalist.org/observations/362161024,,1,0,False,"Wheeler County, US-OR, US",,False,False
362147608,8864768,79128,,-123.0842425775,44.0297156651,,,3.0,3.0,2026-05-16,2026-05-16 14:26:50,2026-05-16T14:27:07-07:00,research,https://www.inaturalist.org/observations/362147608,,1,0,False,"Hilyard St, Eugene, OR, US",,False,False
361895105,2589288,79128,cc-by-nc,-123.1574695,44.0197945,,,4.0,4.0,2026-05-15,2026-05-15 17:14:32,2026-05-15T21:08:22-07:00,research,https://www.inaturalist.org/observations/361895105,,1,0,False,"Eugene, OR, US",,False,False
361870638,35952,79128,cc-by-nc,-123.1566138889,44.0185527778,,,,,2026-05-15,2026-05-15 17:09:33,2026-05-15T18:58:02-07:00,research,https://www.inaturalist.org/observations/361870638,,2,0,False,"Eugene, OR 97405, USA",,False,False
361825404,722991,79128,cc-by-nc,-122.9439576,43.9996669,,,,,2026-05-14,2026/05/14 3:30 PM,2026-05-15T15:20:55-07:00,research,https://www.inaturalist.org/observations/361825404,,1,0,False,"East portion of Howard Buford Recr. Area, Lane County, OR, USA",,False,False
362782484,3042433,62803,cc-by,-122.7238845651,45.618184313,,,20.0,20.0,2026-05-17,2026-05-17 12:06:51-06:00,2026-05-18T09:18:15-07:00,research,https://www.inaturalist.org/observations/362782484,,1,0,False,"Marine Drive Trail, Portland, OR, US",,False,False
362736594,9292725,62803,cc-by-nc,-123.0276805556,45.3841416667,,,,,2026-05-18,2026-05-18 06:29:59,2026-05-18T06:31:54-07:00,research,https://www.inaturalist.org/observations/362736594,,1,0,False,"Hillsboro, OR 97123, USA",,False,False
362678897,6029839,62803,cc-by-nc,-121.9916,45.3485916667,,,4.0,4.0,2026-05-15,2026-05-15 10:33:35-07:00,2026-05-18T01:28:00-07:00,research,https://www.inaturalist.org/observations/362678897,,1,0,False,"Wildwood Recreation Site, Welches, OR, US",,False,False
362642729,1005131,62803,,-122.72073,45.5303866667,,,,,2026-05-16,2026-05-16 13:10:53-07:00,2026-05-17T21:27:46-07:00,research,https://www.inaturalist.org/observations/362642729,,1,0,False,"Macleay Park, Portland, OR, US",,False,False
362631439,714778,62803,,-122.7598555556,45.2947888889,,,,,2026-05-17,2026-05-17 11:49:12,2026-05-17T20:27:25-07:00,research,https://www.inaturalist.org/observations/362631439,,2,0,False,"Wilsonville, OR, USA",,False,False
362614677,10334666,62803,cc-by-nc,-122.6666866667,45.4555583333,,,36.0,36.0,2026-05-17,2026-05-17 15:21:58,2026-05-17T19:11:51-07:00,research,https://www.inaturalist.org/observations/362614677,,2,0,False,"Portland, OR, US",,False,False
362608468,7881539,62803,,-124.0505767902,44.6312399709,,,2523763.0,2523763.0,2026-05-14,2026-05-14 08:21:23,2026-05-17T18:45:40-07:00,research,https://www.inaturalist.org/observations/362608468,,2,0,False,"SW Bay Blvd, Newport, OR, US",,False,False
362592165,10551917,62803,cc-by-nc,-123.239320056,44.6626504617,,,85.0,85.0,2026-05-17,2026-05-17 09:05:50,2026-05-17T17:38:15-07:00,research,https://www.inaturalist.org/observations/362592165,,2,0,False,"Corvallis, OR, US",,False,False
362591351,10551917,62803,cc-by-nc,-123.2393396977,44.6626285068,,,6.0,6.0,2026-05-17,2026-05-17 08:37:51,2026-05-17T17:34:34-07:00,research,https://www.inaturalist.org/observations/362591351,,2,0,False,"Corvallis, OR, US",,False,False
362571250,9978122,62803,cc-by-nc,-122.3772866667,45.550145,,,25.0,25.0,2026-05-17,2026-05-17 09:49:01,2026-05-17T16:19:18-07:00,research,https://www.inaturalist.org/observations/362571250,,1,0,False,"Ranch Dike Trail, Corbett, OR, US",,False,False
362549470,3419233,62803,cc-by-nc,-122.6789033997,44.4645961,,,,,2026-05-17,2026-05-17 12:46:36,2026-05-17T15:09:01-07:00,research,https://www.inaturalist.org/observations/362549470,,1,0,False,"Lebanon, OR 97355, USA",,False,False
362509019,8011551,62803,,-123.4921649471,44.3266034873,,,184.0,184.0,2026-05-17,2026-05-17 08:54:15,2026-05-17T13:10:43-07:00,research,https://www.inaturalist.org/observations/362509019,,1,0,False,"Monroe, OR 97456, USA",,False,False
362437409,8399158,62803,,-122.8691783333,45.4430366667,,,5.0,5.0,2026-05-17,2026-05-17 10:02:09,2026-05-17T10:04:48-07:00,research,https://www.inaturalist.org/observations/362437409,,1,0,False,"Beaverton, OR, US",,False,False
362437303,773077,62803,,-123.0789444444,43.9876166667,,,,,2026-05-17,2026-05-17 09:59:00,2026-05-17T10:04:33-07:00,research,https://www.inaturalist.org/observations/362437303,,1,0,False,"Eugene, OR 97405, USA",,False,False
362435273,1410503,62803,cc-by-nc,-121.666695,45.6948616667,,,19.0,19.0,2026-05-17,2026-05-17 09:58:57,2026-05-17T09:59:45-07:00,research,https://www.inaturalist.org/observations/362435273,,1,0,False,"Hood River, OR, US",,False,False
362431118,3567422,62803,,-122.6711699367,45.4386473276,,,501.0,501.0,2026-05-17,2026-05-17 09:44:18,2026-05-17T09:48:55-07:00,research,https://www.inaturalist.org/observations/362431118,,1,0,False,"Multnomah County, US-OR, US",,False,False
