"ELCODE","G_RANK","ELEMENT_SUBNATIONAL_ID","SNAME","SCOMNAME","S_RANK","EO_TRACK_STATUS_DESC"
"AFCHA02133","G5T2Q","6859.0","Oncorhynchus mykiss pop. 28","Steelhead (Middle Columbia River ESU, summer run)","S2","Track all extant and selected historical EOs"
"AMAFB04020","G5","7013.0","Ammospermophilus leucurus","White-tailed antelope squirrel","S4","Track all extant and selected historical EOs"
"AFCHA02136","G5T2T3Q","6862.0","Oncorhynchus mykiss pop. 31","Steelhead (Oregon Coast ESU, winter run)","S2S3","Track all extant and selected historical EOs"
"AAAAF02012","G5T1Q","6281.0","Taricha granulosa mazamae","Crater Lake newt","S1","Track all extant and selected historical EOs"
"ABNCA03010","G5","6307.0","Podiceps auritus","Horned Grebe","S2B,S5N","Track all extant and selected historical EOs"
"ABNUA01010","G4","6553.0","Cypseloides niger","Black Swift","S2?B","Track all extant and selected historical EOs"
"ARAAD01010","G5","7145.0","Chrysemys picta","Painted turtle","S2","Track all extant and selected historical EOs"
"ARADB29010","G5","366210.0","Rhinocheilus lecontei","Long-nosed snake","S1?","Track all extant and selected historical EOs"
"ABNSB12040","G5","6545.0","Strix nebulosa","Great Gray Owl","S3","Track all extant and selected historical EOs"
"AFCHA0208F","G4T3Q","6835.0","Oncorhynchus clarkii pop. 2","Coastal cutthroat trout (Southwestern Washington/Columbia River ESU)","S2","Track all extant and selected historical EOs"
"AMACC07010","G4","6990.0","Euderma maculatum","Spotted bat","S2","Track all extant and selected historical EOs"
"AFCHA0205Y","G5T2Q","6829.0","Oncorhynchus tshawytscha pop. 22","Chinook salmon (Lower Columbia River ESU, fall run)","S2","Track all extant and selected historical EOs"
"AFCHA02095","G5T3Q","6842.0","Oncorhynchus mykiss pop. 25","Steelhead (Klamath Mountains Province ESU, winter run)","S2S3","Track all extant and selected historical EOs"
"ABPAV07010","G3","6612.0","Gymnorhinus cyanocephalus","Pinyon Jay","S3","Track all extant and selected historical EOs"
"AFCJC02220","G1","6922.0","Catostomus warnerensis","Warner sucker","S1","Track all extant and selected historical EOs"
"AFCHA0205E","G5T3Q","6818.0","Oncorhynchus tshawytscha pop. 26","Chinook salmon (Southern Oregon/Northern California Coast ESU, fall run)","S2","Track all extant and selected historical EOs"
"AFCHA0205H","G5T1Q","6819.0","Oncorhynchus tshawytscha pop. 8","Chinook salmon (Snake River ESU, spring/summer run)","S1","Track all extant and selected historical EOs"
"AMALC02022","G5T3Q","7133.0","Odocoileus virginianus leucurus","Columbian white-tailed deer","S2","Track all extant and selected historical EOs"
"AFCHB04010","G4","6877.0","Thaleichthys pacificus","Eulachon","S1","Track all extant and selected historical EOs"
"ABPAZ01021","G5TU","9958.0","Sitta carolinensis aculeata","Slender-billed Nuthatch","S3","Track all extant and selected historical EOs"
"AFCHA0213A","G5T3Q","6866.0","Oncorhynchus mykiss pop. 35","Steelhead (Southwest Washington ESU, winter run)","S2","Track all extant and selected historical EOs"
"ABNGA06030","G5","6339.0","Egretta thula","Snowy Egret","S2B","Track all extant and selected historical EOs"
"AMAFC01021","G5T2Q","7030.0","Thomomys bottae detumidus","Pistol River pocket gopher","S1","Track all extant and selected historical EOs"
"ABNSB15010","G5","6548.0","Aegolius funereus","Boreal Owl","S3?","Track all extant and selected historical EOs"
"AFCJC12010","G2?","6924.0","Deltistes luxatus","Lost River sucker","S1","Track all extant and selected historical EOs"
"AFCHA0209T","G5T3T4Q","6854.0","Oncorhynchus mykiss pop. 19","Klamath Basin redband trout","S3","Track all extant and selected historical EOs"
"AAAAJ01040","G2G3","6286.0","Rhyacotriton kezeri","Columbia torrent salamander","S2S3","Track all extant and selected historical EOs"
"ABNLC09010","G5","6415.0","Canachites canadensis","Spruce Grouse","S3","Track all extant and selected historical EOs"
"ABNSB13040","G5","6547.0","Asio flammeus","Short-eared Owl","S3","Track all extant and selected historical EOs"
"AMACC08010","G4","6991.0","Corynorhinus townsendii","Townsend's big-eared bat","S2","Track all extant and selected historical EOs"
"AFCHA02131","G5T2Q","6857.0","Oncorhynchus mykiss pop. 26","Steelhead (Lower Columbia River ESU, summer run)","S2","Track all extant and selected historical EOs"
"ABPBXB0020","G3","6744.0","Agelaius tricolor","Tricolored Blackbird","S1S2B","Track all extant and selected historical EOs"
"AFCJC03010","G1G2","6923.0","Chasmistes brevirostris","Shortnose sucker","S1","Track all extant and selected historical EOs"
"ABNNN06010","G3","6517.0","Brachyramphus marmoratus","Marbled Murrelet","S2B","Track all extant and selected historical EOs"
"AFCHA0205T","G5T3Q","6825.0","Oncorhynchus tshawytscha pop. 18","Chinook salmon (Deschutes River ESU, summer/fall run)","S2S3","Track all extant and selected historical EOs"
"AFCHA02042","G5T1Q","6811.0","Oncorhynchus nerka pop. 1","Sockeye salmon (Snake River ESU)","SXB,S1M","Track all extant and selected historical EOs"
"AFCJC02151","G5T2Q","6916.0","Catostomus occidentalis lacusanserinus","Goose Lake sucker","S2","Track all extant and selected historical EOs"
"AAABH01050","G3","6295.0","Rana boylii","Foothill yellow-legged frog","S2S3","Track all extant and selected historical EOs"
"AMAFB05191","G5T4","7020.0","Urocitellus elegans nevadensis","Wyoming ground squirrel","SH","Track all extant and selected historical EOs"
"ABNFC01010","G4","6327.0","Pelecanus erythrorhynchos","American White Pelican","S2B","Track all extant and selected historical EOs"
"AFCJC02140","G2G3","6914.0","Catostomus microps","Modoc sucker","S1","Track all extant and selected historical EOs"
"AMAEB03040","G5","7003.0","Lepus townsendii","White-tailed jackrabbit","S2?","Track all extant and selected historical EOs"
"ABNSB13010","G5","6546.0","Asio otus","Long-eared Owl","S3S4","Track all extant and selected historical EOs"
"AFCJC02181","G5T2Q","6919.0","Catostomus rimiculus pop. 1","Jenny Creek sucker","S2","Track all extant and selected historical EOs"
"AMACC01090","G4","6980.0","Myotis thysanodes","Fringed myotis","S2","Track all extant and selected historical EOs"
"AFBAA02030","G5","6772.0","Lampetra ayresii","Western River lamprey","S3?","Track all extant and selected historical EOs"
"AFCHA0209S","G5T3Q","6853.0","Oncorhynchus mykiss pop. 18","Oregon Great Basin redband trout","S2S3","Track all extant and selected historical EOs"
"AFCHA02138","G5T2Q","6864.0","Oncorhynchus mykiss pop. 33","Steelhead (Upper Willamette River ESU, winter run)","S2","Track all extant and selected historical EOs"
"AMAJC03010","G3","7107.0","Eumetopias jubatus","Northern sea lion","S3","Track all extant and selected historical EOs"
"AFCHA02031","G5T2Q","6806.0","Oncorhynchus kisutch pop. 1","Coho salmon (Lower Columbia River ESU)","S2","Track all extant and selected historical EOs"
"AMAJA01030","G5","7099.0","Canis lupus","Gray wolf","S1S2","Track all extant and selected historical EOs"
"AFCHA0209M","G5T2Q","6849.0","Oncorhynchus mykiss pop. 13","Steelhead (Snake River Basin ESU)","S2S3","Track all extant and selected historical EOs"
"AFCHA02132","G5T2Q","6858.0","Oncorhynchus mykiss pop. 27","Steelhead (Lower Columbia River ESU, winter run)","S2","Track all extant and selected historical EOs"
"AFCJB56010","G3","6910.0","Oregonichthys crameri","Oregon chub","S3","Track all extant and selected historical EOs"
"AFCJB1303S","G4T2Q","6890.0","Siphateles bicolor ssp. 15","Warner Basin tui chub","S2","Track all extant and selected historical EOs"
"AMAJA03012","G5T1T2","13066.0","Vulpes vulpes necator","Sierra Nevada red fox","S1","Track all extant and selected historical EOs"
"AMALE04016","G4T4","7139.0","Ovis canadensis canadensis","Rocky Mountain bighorn sheep","S2","Track all extant and selected historical EOs"
"AMAJH03010","G5","7127.0","Lynx canadensis","Canada lynx","S1?","Track all extant and selected historical EOs"
"ABNSB12011","G3G4T3","6542.0","Strix occidentalis caurina","Northern Spotted Owl","S1S2","Track all extant and selected historical EOs"
"AFCHA0205U","G5T3Q","6826.0","Oncorhynchus tshawytscha pop. 19","Chinook salmon (Middle Columbia River ESU, spring run)","S3","Track all extant and selected historical EOs"
"AFCHA02135","G5T2T3Q","6861.0","Oncorhynchus mykiss pop. 30","Steelhead (Oregon Coast ESU, summer run)","S2S3","Track all extant and selected historical EOs"
"AAAAD12180","G3?","6278.0","Plethodon stormi","Siskiyou Mountains salamander","S2","Track all extant and selected historical EOs"
"ABNRB02020","G5","6530.0","Coccyzus americanus","Yellow-billed Cuckoo","SHB","Track all extant and selected historical EOs"
"AMALE04013","G4T3","7138.0","Ovis canadensis nelsoni","Desert bighorn sheep","SX","Track all extant and selected historical EOs"
"AFCHA02094","G5T2Q","6841.0","Oncorhynchus mykiss pop. 24","Steelhead (Klamath Mountains Province ESU, summer run)","S2S3","Track all extant and selected historical EOs"
"ABPBX10020","G5","6693.0","Parkesia noveboracensis","Northern Waterthrush","S2B","Track all extant and selected historical EOs"
"ABNJB18030","G5","6384.0","Bucephala albeola","Bufflehead","S2B,S5N","Track all extant and selected historical EOs"
"AFCJC02210","G4","6921.0","Catostomus tahoensis","Tahoe sucker","S3","Track all extant and selected historical EOs"
"AFCJB39020","G5","6908.0","Richardsonius egregius","Lahontan redside","S2","Track all extant and selected historical EOs"
"AAAAJ01030","G3","6285.0","Rhyacotriton cascadae","Cascade torrent salamander","S2S3","Track all extant and selected historical EOs"
"ABNNF07070","G4","6458.0","Numenius americanus","Long-billed Curlew","S3B","Track all extant and selected historical EOs"
"ABNNF06010","G5","6456.0","Bartramia longicauda","Upland Sandpiper","S1B","Track all extant and selected historical EOs"
"ABNNN11010","G5","6522.0","Cerorhinca monocerata","Rhinoceros Auklet","S2B","Track all extant and selected historical EOs"
"AFCHA0205D","G5T1Q","6817.0","Oncorhynchus tshawytscha pop. 2","Chinook salmon (Snake River ESU, fall run)","S1","Track all extant and selected historical EOs"
"AMACC05032","G3G4","6988.0","Lasiurus cinereus","Hoary bat","S3","Track all extant and selected historical EOs"
"AAABH01290","G4","6300.0","Rana luteiventris","Columbia spotted frog","S2S3","Track all extant and selected historical EOs"
"ABPBY02031","G5T2T3","6759.0","Leucosticte tephrocotis wallowa","Wallowa Rosy-Finch","S2B,S2?N","Track all extant and selected historical EOs"
"AAAAH01010","G3","6282.0","Dicamptodon copei","Cope's giant salamander","S2?","Track all extant and selected historical EOs"
"AFCHA02033","G5T2Q","6808.0","Oncorhynchus kisutch pop. 3","Coho salmon (Oregon Coast ESU)","S2","Track all extant and selected historical EOs"
"ABPAT0201L","G5T2","6598.0","Eremophila alpestris strigata","Streaked Horned Lark","S2","Track all extant and selected historical EOs"
"ABNKA03010","G1","6390.0","Gymnogyps californianus","California Condor","SX","Track all extant and selected historical EOs"
"AFCHA02052","G5T2Q","6813.0","Oncorhynchus tshawytscha pop. 23","Chinook salmon (Upper Willamette River ESU, spring run)","S2","Track all extant and selected historical EOs"
"AAABA01020","G4","6288.0","Ascaphus montanus","Rocky Mountain tailed frog","S2","Track all extant and selected historical EOs"
"AFCHA0205W","G5T2Q","6828.0","Oncorhynchus tshawytscha pop. 21","Chinook salmon (Lower Columbia River ESU, spring run)","S2","Track all extant and selected historical EOs"
"AMAFC01063","G4T1T2","7036.0","Thomomys mazama helleri","Gold Beach pocket gopher","S1","Track all extant and selected historical EOs"
"AMAEA01030","G5","6998.0","Ochotona princeps","American pika","S2S3","Track all extant and selected historical EOs"
"AFCJC02200","G3","6920.0","Catostomus snyderi","Klamath largescale sucker","S3","Track all extant and selected historical EOs"
"AFBAA02170","GNR","399193.0","Lampetra pacifica","Pacific brook lamprey","S2?","Track all extant and selected historical EOs"
"AMABA01030","G4","6958.0","Sorex preblei","Preble's shrew","S3","Track all extant and selected historical EOs"
"ABNJB02030","G4","6347.0","Cygnus buccinator","Trumpeter Swan","S1?B,S3N","Track all extant and selected historical EOs"
"AMAEB04010","G4","7005.0","Sylvilagus idahoensis","Pygmy rabbit","S2","Track all extant and selected historical EOs"
"AMAJF09010","G4","7122.0","Enhydra lutris","Sea otter","SH","Track all extant and selected historical EOs"
"ABNYF04010","G4","6564.0","Melanerpes lewis","Lewis's Woodpecker","S3?B,S2?N","Track all extant and selected historical EOs"
"AMAJA03040","G4","7101.0","Vulpes macrotis","Kit fox","S1","Track all extant and selected historical EOs"
"ABPBXA0020","G5","6727.0","Ammodramus savannarum","Grasshopper Sparrow","S2B","Track all extant and selected historical EOs"
"AMAFB05020","G2","7014.0","Urocitellus washingtoni","Washington ground squirrel","S2?","Track all extant and selected historical EOs"
"AFCJB37021","G5T2","6901.0","Rhinichthys cataractae ssp. 1","Millicoma dace","S2","Track all extant and selected historical EOs"
"AFCHA02024","G5T3Q","6804.0","Oncorhynchus keta pop. 4","Chum salmon (Pacific Coast ESU)","S2","Track all extant and selected historical EOs"
"ABNCA03020","G5","6308.0","Podiceps grisegena","Red-necked Grebe","S1B,S4N","Track all extant and selected historical EOs"
"AMACC10010","G4","6994.0","Antrozous pallidus","Pallid bat","S2","Track all extant and selected historical EOs"
"ABNLC13033","G5T3","6423.0","Tympanuchus phasianellus columbianus","Columbian Sharp-tailed Grouse","S1","Track all extant and selected historical EOs"
"IMGASG3140","G1","7942.0","Fluminicola sp. 2","Casebeer pebblesnail","S1","Track all extant and selected historical EOs"
"IMGASK4240","G2G3","7976.0","Juga acutifilosa","Scalloped juga","S1","Track all extant and selected historical EOs"
"IMGASB532A","G5T1","7915.0","Oreohelix strigosa delicata","Blue mountainsnail","S1","Track all extant and selected historical EOs"
"IMGASG3190","G1G2","7947.0","Fluminicola sp. 7","Lake of the Woods pebblesnail","S1S2","Track all extant and selected historical EOs"
"IMGASG3200","G1","7948.0","Fluminicola sp. 8","Lost River pebblesnail","S1","Track all extant and selected historical EOs"
"IMGASN2042","G1QT1Q","8039.0","Vorticifex klamathensis sinitsini","Sinitsin ramshorn","S1","Track all extant and selected historical EOs"
"IMGASR3010","G5","8043.0","Littorina subrotundata","Newcomb's littorine snail","S1","Track all extant and selected historical EOs"
"IMGAS93060","G3","365574.0","Cryptomastix sanburni","Disc oregonian","S1","Track all extant and selected historical EOs"
"ICBRA03030","G3","7180.0","Branchinecta lynchi","Vernal pool fairy shrimp","S2S3","Track all extant and selected historical EOs"
"IIHEM96010","G3","7327.0","Orectoderus schuhi","Schuh's plant bug","S2","Track all extant and selected historical EOs"
"IMGASN2030","G1Q","8036.0","Vorticifex neritoides","Nerite ramshorn","SU","Track all extant and selected historical EOs"
"IICOL02090","G1","7205.0","Cicindela columbica","Columbia River tiger beetle","SX","Track all extant and selected historical EOs"
"IMGASC2280","G3Q","7920.0","Helminthoglypta hertleini","Oregon shoulderband","S2?","Track all extant and selected historical EOs"
"IIEPH33140","G1G2","7278.0","Paraleptophlebia aquilina","Aquiline prong-gilled mayfly","S1?","Track all extant and selected historical EOs"
"IMGASN2011","GNRT1","8034.0","Vorticifex effusa dalli","Dall's ramshorn","S1","Track all extant and selected historical EOs"
"IMGASG3150","G1","7943.0","Fluminicola sp. 3","Diminutive pebblesnail","S1","Track all extant and selected historical EOs"
"IIHEM95020","G3","7326.0","Micracanthia schuhi","Schuh's shore bug","S2","Track all extant and selected historical EOs"
"IMBIVB9020","GNR","366232.0","Ostrea lurida","Olympia oyster","S2S3","Track all extant and selected historical EOs"
"IIHEM84010","G4","7314.0","Criocoris saliens","Salien plant bug","S3","Track all extant and selected historical EOs"
"IICLL17040","G1G2","7203.0","Onychiurus oregonensis","A cave obligate springtail","S1","Track all extant and selected historical EOs"
"IITRI19610","G2","7788.0","Rhyacophila jewetti","A caddisfly","S1?","Track all extant and selected historical EOs"
"IMGASC7150","G2G3","9738.0","Monadenia chaceana","Chace sideband","S3","Track all extant and selected historical EOs"
"IIHEM93010","G3","7323.0","Malezonotus obrieni","Obrien's seed bug","S2","Track all extant and selected historical EOs"
"IILEPH0033","G4T3","13090.0","Agriades podarce klamathensis","Gray blue","S2","Track all extant and selected historical EOs"
"IILEPJ7040","G5","7501.0","Boloria bellona","Meadow fritillary","SH","Track all extant and selected historical EOs"
"IICOL02109","G5T3","7207.0","Cicindela hirticollis couleensis","Hairy-necked tiger beetle","S2?","Track all extant and selected historical EOs"
"IITRI19810","G3","13081.0","Rhyacophila rickeri","Ricker's free-living caddisfly","S1S2","Track all extant and selected historical EOs"
"IILEPE2100","G3","7447.0","Callophrys johnsoni","Johnson's hairstreak","S2S3","Track all extant and selected historical EOs"
"IMGASG3100","GH","7939.0","Fluminicola nuttallianus","Dusky pebblesnail","SH","Track all extant and selected historical EOs"
"IIEPH15120","G1G2","7262.0","Ameletus dissitus","A mayfly","S1S2","Track all extant and selected historical EOs"
"ICBRA03050","G2","12437.0","Branchinecta campestris","Pocket pouch fairy shrimp","S1","Track all extant and selected historical EOs"
"IMGASN0120","G1","8029.0","Planorbella oregonensis","Borax Lake ramshorn","S1","Track all extant and selected historical EOs"
"IMGASN2041","G1QT1Q","8038.0","Vorticifex klamathensis klamathensis","Klamath ramshorn","S1","Track all extant and selected historical EOs"
"IIPLE1B020","G2","442057.0","Kathroperla takhoma","Slenderhead sallfly","S2","Track all extant and selected historical EOs"
"IILEPK4010","G3","13084.0","Euphydryas gillettii","Gillett's checkerspot","S1","Track all extant and selected historical EOs"
"IILEPG801C","G5T1","7479.0","Icaricia icarioides fenderi","Fender's blue","S1","Track all extant and selected historical EOs"
"IMGASM0150","G1Q","8013.0","Physella hordacea","Grain physa","S1","Track all extant and selected historical EOs"
"IMGASC7035","G4G5T2","7925.0","Monadenia fidelis celeuthia","Traveling sideband","S2","Track all extant and selected historical EOs"
"IMGASJ9020","G1","7973.0","Pomatiopsis californica","Pacific walker","S1","Track all extant and selected historical EOs"
"IIHEM97010","G5","7328.0","Pinalitus solivagus","True fir plant bug","S2S3","Track all extant and selected historical EOs"
"IIHEM34030","G2","7306.0","Acalypta cooleyi","Cooley's lace bug","S2","Track all extant and selected historical EOs"
"IICOL73180","G5","7251.0","Bembidion tigrinum","Cryptic beach carabid beetle","S4","Track all extant and selected historical EOs"
"IIHEM88010","G4","7318.0","Hebrus buenoi","Bueno's velvet water bug","S3","Track all extant and selected historical EOs"
"IIEPH33210","G1G2","7279.0","Paraleptophlebia falcula","A prongill mayfly","S2","Track all extant and selected historical EOs"
"IMGASG3220","G1","7950.0","Fluminicola sp. 10","Metolius pebblesnail","S1","Track all extant and selected historical EOs"
"IAOLI01020","G1","7176.0","Driloleirus macelfreshi","Oregon giant earthworm","S1S2","Track all extant and selected historical EOs"
"ICMAL05490","G1G2","7195.0","Stygobromus hubbsi","Malheur Cave amphipod","S1S2","Track all extant and selected historical EOs"
"IMGAS95410","G1","7905.0","Hochbergellus hirsutus","Sisters hesperian","S1","Track all extant and selected historical EOs"
"IILEPE2213","G5T1","7458.0","Callophrys polios maritima","Seaside hoary elfin","S1","Track all extant and selected historical EOs"
"IMGASV2010","G4G5","8044.0","Haliotis rufescens","Red abalone","S1","Track all extant and selected historical EOs"
"IMGASJ9010","G1","7972.0","Pomatiopsis binneyi","Robust walker","S1","Track all extant and selected historical EOs"
"IMGASG3210","G1","7949.0","Fluminicola sp. 9","Malheur pebblesnail","S1","Track all extant and selected historical EOs"
"IILEPN7030","G4","7550.0","Cercyonis sthenele","Great Basin wood nymph","S3?","Track all extant and selected historical EOs"
"IMGASG3080","G3G4","7938.0","Fluminicola modoci","Modoc pebblesnail","S1S2","Track all extant and selected historical EOs"
"IIHEMA0010","G2","7331.0","Sixeonotus sp. 1","A plant bug","S1?","Track all extant and selected historical EOs"
"IMGASJ0620","G1","7968.0","Pyrgulopsis fresti","Owyhee hot springsnail","S1","Track all extant and selected historical EOs"
"IMGASG3280","G1","7956.0","Fluminicola sp. 16","Toothed pebblesnail","S1","Track all extant and selected historical EOs"
"IITRI33020","GH","7816.0","Agapetus denningi","Denning's agapetus caddisfly","SH","Track all extant and selected historical EOs"
"IIHEM07020","G3","7303.0","Saldula villosa","Hairy shore bug","S1?","Track all extant and selected historical EOs"
"ILARA29020","G1G2","7873.0","Apochthonius malheuri","Malheur pseudoscorpion","S1","Track all extant and selected historical EOs"
"IMGASG3160","G1","7944.0","Fluminicola sp. 4","Fall Creek pebblesnail","S1","Track all extant and selected historical EOs"
"IIHEM92010","G3","7322.0","Macrotylus essigi","Essig's plant bug","S2","Track all extant and selected historical EOs"
"ILARA29090","G1G2","7874.0","Apochthonius forbesi","Forbes pseudoscorpion","SH","Track all extant and selected historical EOs"
"IILEP66030","G2","7364.0","Polites mardon","Mardon skipper","S2","Track all extant and selected historical EOs"
"IMGASF8040","G4","365576.0","Colligyrus greggi","Rocky Mountain duskysnail","S2","Track all extant and selected historical EOs"
"IMGASL6010","G2","8005.0","Fisherola nuttalli","Shortface lanx","S1S2","Track all extant and selected historical EOs"
"IIHEM99010","G2","7330.0","Pronotocrepis clavicornis","Thick-antennaed plant bug","S2","Track all extant and selected historical EOs"
"ICMAL05550","G1G2","7196.0","Stygobromus oregonensis","Oregon Cave amphipod","S1S2","Track all extant and selected historical EOs"
"IICLL18020","G2G3","7204.0","Oncopodura mala","Malheur Cave springtail","S1","Track all extant and selected historical EOs"
"IMBIV27020","G3G4","7885.0","Margaritifera falcata","Western pearlshell","S3","Track all extant and selected historical EOs"
"IMGASM6020","G1","8024.0","Helisoma newberryi","Great Basin ramshorn","S1","Track all extant and selected historical EOs"
"IMGASG3600","G2","7941.0","Fluminicola virens","Olympia pebblesnail","S2","Track all extant and selected historical EOs"
"IIHEM98010","G5","7329.0","Platylygus pseudotsugae","Douglas-fir plant bug","S3","Track all extant and selected historical EOs"
"IMGASG3250","G1","7953.0","Fluminicola sp. 13","Ouxy Spring pebblesnail","S1","Track all extant and selected historical EOs"
"IMGAS59010","G3","365427.0","Hemphillia burringtoni","Keeled jumping-slug","S3?","Track all extant and selected historical EOs"
"IMBIV51220","G1","7886.0","Pisidium ultramontanum","Montane peaclam","S1","Track all extant and selected historical EOs"
"IMGASA4100","G1","7909.0","Vespericola sp. 1","Oak Springs hesperian","S1","Track all extant and selected historical EOs"
"IITRI24010","G3","7808.0","Homoplectra schuhi","Schuh's homoplectran caddisfly","S3?","Track all extant and selected historical EOs"
"IMGASA4110","G1","7910.0","Vespericola sp. 2","Bald hesperian","S1","Track all extant and selected historical EOs"
"IMGASJ0590","G1","7965.0","Pyrgulopsis sp. 9","Klamath Lake springsnail","S1","Track all extant and selected historical EOs"
"IMGAS80140","G3G4","7898.0","Pristiloma wascoense","Shiny tightcoil","S2S3","Track all extant and selected historical EOs"
"IMGAS62100","G3","7896.0","Prophysaon sp. 1","Klamath tail-dropper","S2","Track all extant and selected historical EOs"
"ICMAL92010","G1G2","7202.0","Stygonyx courtneyi","A cave obligate amphipod","S1","Track all extant and selected historical EOs"
"IMGAS20130","G1","10685.0","Vertigo dalliana","Horseshoe vertigo","S1","Track all extant and selected historical EOs"
"IIHEM91010","G2","7321.0","Lygus oregonae","Oregon plant bug","S1","Track all extant and selected historical EOs"
"IPTUR08010","G1G2","8048.0","Kenkia rhynchida","Malheur Cave flatworm","S1S2","Track all extant and selected historical EOs"
"IMGAS80130","G1","7897.0","Ogaridiscus subrupicola","Southern tightcoil","SH","Track all extant and selected historical EOs"
"IIHEM83010","G4","7313.0","Cardiastethus borealis","Boreal minute pirate bug","S2","Track all extant and selected historical EOs"
"IMGASM0310","G5","8017.0","Physella virginea","Sunset physa","S1S2","Track all extant and selected historical EOs"
"IIPLE03530","G1","7692.0","Capnura anas","Duckhead snowfly","S1","Track all extant and selected historical EOs"
"IMGASC7031","G4G5T2","7922.0","Monadenia fidelis minor","Dalles sideband","S2","Track all extant and selected historical EOs"
"IMGASN2012","GNRT1","8035.0","Vorticifex effusa diagonalis","Lined ramshorn","S1","Track all extant and selected historical EOs"
