observation_id,observer_id,taxon_id,license,latitude_public,longitude_public,latitude_private,longitude_private,coordinate_precision,coordinate_precision_public,observed_on,observed_on_string,created_at,quality_grade,url,description,id_agreements,id_disagreements,captive_cultivated,place_guess_public,place_guess_private,obscured,in_project
350990340,6171371,4224,,-124.0682964517,44.6160882019,,,31.0,31.0,2026-04-18,2026/04/18 10:29 AM,2026-04-18T17:21:56-07:00,research,https://www.inaturalist.org/observations/350990340,,1,0,False,"Newport, OR, USA",,False,False
350848214,1249080,4224,cc0,-122.6484934236,42.6739426825,,,31.0,31.0,2020-05-20,2020/05/20 4:48 PM,2026-04-18T09:46:14-07:00,research,https://www.inaturalist.org/observations/350848214,,1,0,False,"Jackson County, OR, USA",,False,False
350730151,6171371,4224,,-124.0658162375,44.6178173465,,,31.0,31.0,2026-03-29,2026/03/29 10:24 AM,2026-04-17T23:49:59-07:00,research,https://www.inaturalist.org/observations/350730151,,1,0,False,"Newport, OR, USA",,False,False
349891401,1668593,4224,cc-by-nc,-124.1370997723,44.0170197906,,,122.0,122.0,2026-04-13,2026/04/13 1:03 PM,2026-04-14T15:58:24-07:00,research,https://www.inaturalist.org/observations/349891401,,2,0,False,"Lane County, OR, USA",,False,False
349467913,3965568,3906,cc-by-nc,-119.8537833333,42.1743966667,,,7.0,7.0,2026-04-12,2026-04-12 15:24:43,2026-04-13T00:17:04-07:00,research,https://www.inaturalist.org/observations/349467913,,1,0,False,"Highway 140 E, Plush, OR, US",,False,False
349425213,2071217,4224,cc-by-nc,-124.0657232599,44.6121328595,,,1155.0,1155.0,2025-01-19,2025/01/19 12:14 PM,2026-04-12T19:11:46-07:00,research,https://www.inaturalist.org/observations/349425213,,1,0,False,"Newport, OR, USA",,False,False
349257001,1037709,4553,cc-by-nc,-124.0515855918,44.0813071326,,,79.0,27380.0,2026-04-10,2026-04-10 10:28:08-07:00,2026-04-12T08:06:17-07:00,research,https://www.inaturalist.org/observations/349257001,,1,0,False,"Oregon, US",,True,False
349164583,1037709,4553,cc-by-nc,-124.055992373,44.0174430096,,,81.0,27380.0,2026-04-10,2026-04-10 10:24:25-07:00,2026-04-11T22:01:32-07:00,research,https://www.inaturalist.org/observations/349164583,,1,0,False,"Oregon, US",,True,False
348491745,317500,3906,,-123.9423831997,46.0907188997,,,,,2026-04-07,2026-04-07 08:50:59,2026-04-09T08:16:20-07:00,research,https://www.inaturalist.org/observations/348491745,,1,0,False,"Warrenton, OR 97146, USA",,False,False
348480443,1289543,4224,cc-by-nc-nd,-124.13798676,44.0162507383,,,,,2026-04-08,2026/04/08 12:15 PM,2026-04-09T07:25:14-07:00,research,https://www.inaturalist.org/observations/348480443,,1,0,False,"Lane County, OR, USA",,False,False
348154557,1266581,3906,,-117.1273944444,43.3346388889,,,,,2026-04-04,2026/04/04 9:20 AM,2026-04-07T15:36:16-06:00,research,https://www.inaturalist.org/observations/348154557,,2,0,False,"Malheur County, OR, USA",,False,False
348118854,1266581,3906,,-117.3532388889,43.7166805556,,,,,2026-04-05,2026/04/05 1:00 PM,2026-04-07T12:41:04-06:00,research,https://www.inaturalist.org/observations/348118854,,1,0,False,"Malheur County, OR, USA",,False,False
347721596,5236950,3906,cc-by-nc,-119.7444533333,45.82095,,,2.0,2.0,2026-04-05,2026-04-05 16:20:50,2026-04-05T20:27:06-07:00,research,https://www.inaturalist.org/observations/347721596,,1,0,False,"Kunze Ln, Boardman, OR, US",,False,False
347568049,7955420,3906,cc-by-nc,-119.2946275218,45.387819555,,,61.0,61.0,2026-04-04,2026/04/04 10:37 AM,2026-04-05T09:43:56-07:00,research,https://www.inaturalist.org/observations/347568049,,1,0,False,"Morrow County, OR, USA",,False,False
347441090,966977,3906,cc-by-nc,-118.9672746834,43.2822928719,,,31.0,31.0,2026-03-08,2026/03/08 8:17 AM,2026-04-04T20:42:24-07:00,research,https://www.inaturalist.org/observations/347441090,,1,0,False,"Harney County, OR, USA",,False,False
346732376,1289543,4553,cc-by-nc-nd,-124.1332774941,44.013473175,,,,,2026-04-01,2026/04/01 3:10 PM,2026-04-01T23:12:59-07:00,research,https://www.inaturalist.org/observations/346732376,Diving,4,0,False,"Lane County, OR, USA",,False,False
346732374,1289543,4553,cc-by-nc-nd,-124.1332783867,44.0134174883,,,,,2026-04-01,2026/04/01 3:17 PM,2026-04-01T23:12:59-07:00,research,https://www.inaturalist.org/observations/346732374,,2,0,False,"Lane County, OR, USA",,False,False
346732370,1289543,4224,cc-by-nc-nd,-124.1332841283,44.01350345,,,,,2026-04-01,2026/04/01 4:49 PM,2026-04-01T23:12:58-07:00,research,https://www.inaturalist.org/observations/346732370,,1,0,False,"Lane County, OR, USA",,False,False
346732369,1289543,4553,cc-by-nc-nd,-124.1334589917,44.0137870917,,,,,2026-04-01,2026/04/01 4:31 PM,2026-04-01T23:12:58-07:00,research,https://www.inaturalist.org/observations/346732369,,3,0,False,"Lane County, OR, USA",,False,False
346620732,7318816,4224,cc-by-nc,-124.1411087325,44.016668198,,,188.0,188.0,2026-03-30,2026/03/30 10:14 AM,2026-04-01T10:38:55-07:00,research,https://www.inaturalist.org/observations/346620732,,1,0,False,"Lane County, OR, USA",,False,False
346528241,678742,3906,cc-by-nc,-119.83194,45.75073,,,31.0,31.0,2026-03-28,2026/03/28 10:39 AM,2026-03-31T22:22:42-07:00,research,https://www.inaturalist.org/observations/346528241,,1,0,False,"Morrow County, OR, USA",,False,False
346314657,1289543,4553,cc-by-nc-nd,-124.1361037183,44.0155625967,,,,,2026-03-29,2026/03/29 6:17 PM,2026-03-30T22:26:03-07:00,research,https://www.inaturalist.org/observations/346314657,"One of a pair; the other one has <a href=""https://www.inaturalist.org/observations/346314656"">a separate observation here</a>",1,0,False,"Lane County, OR, USA",,False,False
346314656,1289543,4553,cc-by-nc-nd,-124.1361037183,44.0155625967,,,,,2026-03-29,2026/03/29 6:17 PM,2026-03-30T22:26:03-07:00,research,https://www.inaturalist.org/observations/346314656,"One of a pair; the other one has <a href=""https://www.inaturalist.org/observations/346314657"">a separate observation here</a>",1,0,False,"Lane County, OR, USA",,False,False
345932017,7955420,3906,cc-by-nc,-119.8031005713,45.806624938,,,2.0,2.0,2026-03-28,2026/03/28 10:32 AM,2026-03-29T09:11:26-07:00,research,https://www.inaturalist.org/observations/345932017,,1,0,False,"Morrow County, OR, USA",,False,False
345932016,7955420,3906,cc-by-nc,-119.8030683848,45.8066243925,,,15.0,15.0,2026-03-28,2026/03/28 10:32 AM,2026-03-29T09:11:26-07:00,research,https://www.inaturalist.org/observations/345932016,,1,0,False,"Morrow County, OR, USA",,False,False
345422008,1289543,4553,cc-by-nc-nd,-124.1332223833,44.0132516367,,,,,2026-03-25,2026/03/25 4:22 PM,2026-03-26T22:07:01-07:00,research,https://www.inaturalist.org/observations/345422008,,2,0,False,"Lane County, OR, USA",,False,False
345422003,1289543,4224,cc-by-nc-nd,-124.1332223833,44.0132516367,,,,,2026-03-25,2026/03/25 4:22 PM,2026-03-26T22:07:01-07:00,research,https://www.inaturalist.org/observations/345422003,,1,0,False,"Lane County, OR, USA",,False,False
344899959,297709,4224,cc-by-nc,-124.1374888333,44.0184278333,,,,,2026-03-21,2026-03-21 14:04:51-08:00,2026-03-24T07:39:37-07:00,research,https://www.inaturalist.org/observations/344899959,,1,0,False,"North Jetty Beach, Florence, OR, US",,False,False
344896624,297709,4224,cc-by-nc,-124.13749,44.0184283333,,,,,2026-03-21,2026-03-21 14:04:53-08:00,2026-03-24T07:20:09-07:00,research,https://www.inaturalist.org/observations/344896624,,1,0,False,"North Jetty Beach, Florence, OR, US",,False,False
344870244,10058036,3906,cc-by-nc,-123.2738390181,44.0661880996,,,31.0,31.0,2025-08-05,2025/08/05 1:38 PM,2026-03-24T03:48:22-07:00,research,https://www.inaturalist.org/observations/344870244,,1,0,False,"Lane County, OR, USA",,False,False
344870237,10058036,4553,cc-by-nc,-124.1370138541,44.0169661765,,,31.0,31.0,2025-07-24,2025/07/24 1:15 PM,2026-03-24T03:48:21-07:00,research,https://www.inaturalist.org/observations/344870237,,2,0,False,"Lane County, OR, USA",,False,False
344843241,5207617,4224,cc-by-nc,-124.0429516667,44.6241133333,,,,,2026-03-23,2026/03/23 12:42 PM,2026-03-23T22:39:37-07:00,research,https://www.inaturalist.org/observations/344843241,,1,0,False,"Newport, OR, USA",,False,False
344480582,297709,4553,cc-by-nc,-124.1266861667,44.1219528333,,,8.0,8.0,2026-03-22,2026-03-22 08:46:01-07:00,2026-03-22T11:05:04-07:00,research,https://www.inaturalist.org/observations/344480582,,1,0,False,"US-101, Florence, OR, US",,False,False
344366258,5207617,4224,cc-by-nc,-124.1331466667,44.0132683333,,,,,2026-03-21,2026/03/21 4:14 PM,2026-03-21T23:21:02-07:00,research,https://www.inaturalist.org/observations/344366258,,1,0,False,"Lane County, OR, USA",,False,False
344361798,5207617,4553,cc-by-nc,-124.13678,44.0184016667,,,,,2026-03-20,2026/03/20 2:31 PM,2026-03-21T22:33:53-07:00,research,https://www.inaturalist.org/observations/344361798,,1,0,False,"Heceta Beach, OR 97439, USA",,False,False
344361796,5207617,4224,cc-by-nc,-124.13678,44.0184016667,,,,,2026-03-20,2026/03/20 2:35 PM,2026-03-21T22:33:52-07:00,research,https://www.inaturalist.org/observations/344361796,,1,0,False,"Heceta Beach, OR 97439, USA",,False,False
344134745,6394851,3906,cc-by-nc,-119.261583431,45.7714593081,,,122.0,122.0,2026-03-20,2026/03/20 ,2026-03-21T00:54:58-07:00,research,https://www.inaturalist.org/observations/344134745,,2,0,False,"Umatilla County, OR, USA",,False,False
343716894,6170403,4224,cc-by-nc,-124.0680184219,44.618375957,,,200.0,200.0,2026-03-16,2026/03/16 5:19 PM,2026-03-18T16:22:38-07:00,research,https://www.inaturalist.org/observations/343716894,,1,0,False,Yaquina Bay - North Jetty,,False,False
343591784,1289543,4553,cc-by-nc-nd,-124.146315595,44.01702764,,,,,2026-03-16,2026/03/16 11:53 AM,2026-03-17T21:59:29-07:00,research,https://www.inaturalist.org/observations/343591784,,1,0,False,"Lane County, OR, USA",,False,False
343591782,1289543,4553,cc-by-nc-nd,-124.146315595,44.01702764,,,,,2026-03-16,2026/03/16 11:53 AM,2026-03-17T21:59:28-07:00,research,https://www.inaturalist.org/observations/343591782,,1,0,False,"Lane County, OR, USA",,False,False
342160201,317500,3906,,-123.9201587,46.0166058,,,,,2026-03-09,2026-03-09 15:47:22,2026-03-09T16:28:19-07:00,research,https://www.inaturalist.org/observations/342160201,First observed by Steve Warner,1,0,False,"Seaside, OR 97138, USA",,False,False
341197225,1289543,4553,cc-by-nc-nd,-124.1334085483,44.0135895467,,,,,2026-03-03,2026/03/03 4:27 PM,2026-03-03T21:55:48-08:00,research,https://www.inaturalist.org/observations/341197225,,4,0,False,"Lane County, OR, USA",,False,False
341026137,375489,4224,cc-by-nc,-123.8440616667,46.1911366667,,,,,2025-11-15,2025/11/15 9:25 AM,2026-03-02T16:34:16-08:00,research,https://www.inaturalist.org/observations/341026137,,3,0,False,"Astoria, Oregon, USA",,False,False
340979608,1289543,4224,cc-by-nc-nd,-124.1365256283,44.015797465,,,,,2026-03-01,2026/03/01 4:27 PM,2026-03-02T10:17:10-08:00,research,https://www.inaturalist.org/observations/340979608,Getting pretty colorful!,2,0,False,"Lane County, OR, USA",,False,False
340083802,4550385,4224,cc-by-nc,-124.1282951832,44.1380904908,,,31.0,31.0,2026-02-24,2026/02/24 10:21 AM,2026-02-24T14:37:22-08:00,research,https://www.inaturalist.org/observations/340083802,,1,0,False,"Lane County, OR, USA",,False,False
339598772,438493,4224,cc-by-nc,-124.1384945065,44.0181794362,,,133.0,133.0,2026-02-20,2026-02-20 16:22:52,2026-02-21T10:19:46-08:00,research,https://www.inaturalist.org/observations/339598772,,2,0,False,"Heceta Beach, OR 97439, USA",,False,False
339130954,427821,3906,,-120.5254748915,42.6880660472,,,61.0,61.0,2023-05-21,2023/05/21 4:18 PM,2026-02-17T22:47:17-08:00,research,https://www.inaturalist.org/observations/339130954,,1,0,False,"Lake County, OR, USA",,False,False
338839735,5724495,4224,cc-by-nc,-124.0590042457,44.6196444248,,,148.0,148.0,2026-02-15,2026/02/15 4:40 PM,2026-02-15T21:46:30-08:00,research,https://www.inaturalist.org/observations/338839735,,2,0,False,"Newport, OR, USA",,False,False
338834951,1289543,4224,cc-by-nc-nd,-124.13469665,44.0147283483,,,,,2026-02-15,2026/02/15 2:41 PM,2026-02-15T20:51:00-08:00,research,https://www.inaturalist.org/observations/338834951,,2,0,False,"Lane County, OR, USA",,False,False
338012313,1489657,3906,cc-by-nc,-119.020568549,43.5753012512,,,2.0,2.0,2025-05-26,2025/05/26 6:54 AM,2026-02-09T16:15:38-08:00,research,https://www.inaturalist.org/observations/338012313,,1,0,False,"Harney County, OR, USA",,False,False
338012297,1489657,3906,cc-by-nc,-119.0205316504,43.5732281234,,,15.0,15.0,2025-05-26,2025/05/26 6:52 AM,2026-02-09T16:15:36-08:00,research,https://www.inaturalist.org/observations/338012297,,1,0,False,"Harney County, OR, USA",,False,False
337865076,5327766,4224,,-124.1098160433,44.178059499,,,61.0,27380.0,2026-02-05,2026-02-05 15:43:27,2026-02-08T14:00:03-08:00,research,https://www.inaturalist.org/observations/337865076,,1,0,False,"Oregon, US",,True,False
336858957,6957831,4224,,-123.9455416667,45.51302,,,5.0,5.0,2026-01-31,2026-01-31 11:20:27-08:00,2026-01-31T12:38:23-08:00,research,https://www.inaturalist.org/observations/336858957,,1,0,False,"Bayocean Dike Rd, Tillamook, OR, US",,False,False
336782940,7414365,3906,cc-by-nc,-123.1778846842,44.4074713788,,,339.0,339.0,2026-01-30,2026-01-30 17:03:49-05:00,2026-01-30T22:32:27-08:00,research,https://www.inaturalist.org/observations/336782940,,1,0,False,"Halsey, OR, US",,False,False
336655014,1022491,3906,cc-by-nc,-123.1791347265,44.4079401742,,,152.0,152.0,2026-01-29,2026-01-29 11:40:40,2026-01-29T20:51:49-08:00,research,https://www.inaturalist.org/observations/336655014,,1,0,False,"Halsey, OR 97348, USA",,False,False
336492739,5207617,4224,cc-by-nc,-124.1333816667,44.0134783333,,,,,2026-01-11,2026/01/11 1:31 PM,2026-01-28T11:01:29-08:00,research,https://www.inaturalist.org/observations/336492739,,2,0,False,"Lane County, OR, USA",,False,False
336200526,297709,4224,cc-by-nc,-124.1414555,44.0188055,,,7.0,7.0,2026-01-25,2026-01-25 11:22:32-08:00,2026-01-25T21:29:45-08:00,research,https://www.inaturalist.org/observations/336200526,,1,0,False,"North Jetty Beach, Heceta Beach, OR, US",,False,False
336189033,6394851,4224,cc-by-nc,-123.9356204762,45.5616827778,,,8.0,8.0,2026-01-25,2026/01/25 ,2026-01-25T19:24:01-08:00,research,https://www.inaturalist.org/observations/336189033,,1,0,False,"Tillamook County, US-OR, US",,False,False
336186436,6394851,4224,cc-by-nc,-123.9046571495,45.5436323037,,,8.0,8.0,2026-01-25,2026/01/25 ,2026-01-25T18:59:13-08:00,research,https://www.inaturalist.org/observations/336186436,,1,0,False,"Tillamook County, OR, USA",,False,False
336186412,6394851,4224,cc-by-nc,-123.9040536616,45.5434092104,,,8.0,8.0,2026-01-25,2026/01/25,2026-01-25T18:59:07-08:00,research,https://www.inaturalist.org/observations/336186412,,2,0,False,"Tillamook County, OR, USA",,False,False
336186404,6394851,4224,cc-by-nc,-123.9031314018,45.5426786256,,,8.0,8.0,2026-01-25,2026/01/25,2026-01-25T18:59:06-08:00,research,https://www.inaturalist.org/observations/336186404,,1,0,False,"Tillamook County, US-OR, US",,False,False
336186400,6394851,4224,cc-by-nc,-123.9033936166,45.5425745335,,,8.0,8.0,2026-01-25,2026/01/25 ,2026-01-25T18:59:05-08:00,research,https://www.inaturalist.org/observations/336186400,,1,0,False,"Tillamook County, OR, USA",,False,False
336186396,6394851,4224,cc-by-nc,-123.9040764117,45.5431162424,,,8.0,8.0,2026-01-25,2026/01/25 ,2026-01-25T18:59:04-08:00,research,https://www.inaturalist.org/observations/336186396,FOY,1,0,False,"Tillamook County, OR, USA",,False,False
335565237,2740287,4224,cc-by-nc,-124.1322985863,44.0160649728,,,3960.0,3960.0,2026-01-20,2026-01-20 11:05:46,2026-01-20T22:07:55-08:00,research,https://www.inaturalist.org/observations/335565237,,1,0,False,"Florence, OR, US",,False,False
335443357,24521,4224,cc-by-nc,-124.0601433333,44.6164033333,,,,,2026-01-18,2026/01/18 3:58 PM,2026-01-19T20:23:05-08:00,research,https://www.inaturalist.org/observations/335443357,,1,0,False,"Yaquina Bay south jetty, Lincoln Co., Oregon",,False,False
335324262,1289543,4547,cc-by-nc-nd,-124.1327138883,44.037730555,,,34.0,34.0,2026-01-18,2026/01/18 1:19 PM,2026-01-18T22:04:56-08:00,research,https://www.inaturalist.org/observations/335324262,Found on the beach during a seabird mortality survey. The entire ruler is 15 cm long in Photos 6 & 7.,1,0,False,"Heceta Beach, OR 97439, USA",,False,False
335315324,2282061,4224,cc-by-nc,-124.0554483333,44.6233483333,,,,,2026-01-14,2026/01/14 11:36 AM,2026-01-18T20:10:11-08:00,research,https://www.inaturalist.org/observations/335315324,,1,0,False,"Newport, OR, USA",,False,False
335162318,347675,4224,cc-by-nc,-122.4475712263,45.5613415208,,,195.0,195.0,2026-01-17,2026/01/17 9:17 AM,2026-01-17T19:48:42-08:00,research,https://www.inaturalist.org/observations/335162318,,1,0,False,"Fairview, OR 97024, USA",,False,False
335022244,1309897,4547,cc0,-124.0108030704,45.0042168741,,,540.0,540.0,2026-01-12,2026/01/12 2:53 PM,2026-01-16T19:19:21-08:00,research,https://www.inaturalist.org/observations/335022244,,1,0,False,"Lincoln City, OR, USA",,False,False
334813217,9577904,4547,cc-by-nc,-124.0721926466,44.5554829124,,,1484.0,1484.0,2026-01-08,2026-01-08 09:17:09,2026-01-14T23:32:42-08:00,research,https://www.inaturalist.org/observations/334813217,,1,0,False,"Lincoln County, OR, USA",,False,False
334507346,3806405,4547,,-123.9377916667,45.9764027778,,,,,2026-01-12,2026-01-12 09:05:19,2026-01-12T09:06:31-08:00,research,https://www.inaturalist.org/observations/334507346,,1,0,False,"Seaside, OR 97138, USA",,False,False
334005525,6191605,702352,cc-by-nc,-124.0558492611,44.6191784793,,,2.0,2.0,2026-01-02,2026/01/02 2:28 PM,2026-01-08T12:17:22-08:00,research,https://www.inaturalist.org/observations/334005525,,1,0,False,"Newport, OR, USA",,False,False
334005519,6191605,702352,cc-by-nc,-124.0560179629,44.6191779873,,,1.0,1.0,2026-01-02,2026/01/02 2:28 PM,2026-01-08T12:17:21-08:00,research,https://www.inaturalist.org/observations/334005519,,1,0,False,"Newport, OR, USA",,False,False
334005518,6191605,702352,cc-by-nc,-124.055637774,44.6192443301,,,4.0,4.0,2026-01-02,2026/01/02 2:28 PM,2026-01-08T12:17:20-08:00,research,https://www.inaturalist.org/observations/334005518,,2,1,False,"Newport, OR, USA",,False,False
334005517,6191605,702352,cc-by-nc,-124.0557515891,44.6192830875,,,4.0,4.0,2026-01-02,2026/01/02 2:28 PM,2026-01-08T12:17:20-08:00,research,https://www.inaturalist.org/observations/334005517,,1,0,False,"Newport, OR, USA",,False,False
334005515,6191605,702352,cc-by-nc,-124.0557693151,44.6191993889,,,4.0,4.0,2026-01-02,2026/01/02 2:27 PM,2026-01-08T12:17:20-08:00,research,https://www.inaturalist.org/observations/334005515,,1,0,False,"Newport, OR, USA",,False,False
333688907,1309897,4224,cc0,-124.0638671671,44.6158137466,,,60.0,60.0,2026-01-05,2026/01/05 11:54 AM,2026-01-05T19:51:14-08:00,research,https://www.inaturalist.org/observations/333688907,,1,0,False,"Newport, OR, USA",,False,False
333687322,1022491,4224,cc-by-nc,-124.0440253309,44.6243400314,,,61.0,61.0,2026-01-05,2026/01/05 12:28 PM,2026-01-05T19:34:17-08:00,research,https://www.inaturalist.org/observations/333687322,,1,0,False,"Newport, OR, USA",,False,False
333541765,297709,4224,cc-by-nc,-124.060135,44.6165466667,,,,,2026-01-04,2026-01-04 16:34:13-08:00,2026-01-04T20:47:50-08:00,research,https://www.inaturalist.org/observations/333541765,,3,1,False,"SW Jetty Way, Newport, OR, US",,False,False
333527463,297709,4224,cc-by-nc,-124.0601721667,44.6165466667,,,5.0,5.0,2026-01-04,2026-01-04 15:36:34-08:00,2026-01-04T18:23:27-08:00,research,https://www.inaturalist.org/observations/333527463,,1,0,False,"SW Jetty Way, Newport, OR, US",,False,False
332931769,5083745,4224,,-124.0596864962,44.6186104029,,,1000.0,1000.0,2025-11-01,2025/11/01 1:03 PM,2025-12-31T15:12:53-08:00,research,https://www.inaturalist.org/observations/332931769,,1,0,False,"Newport, OR, USA",,False,False
332547418,966977,3906,cc-by-nc,-118.5777306526,43.3560200275,,,977.0,977.0,2025-12-28,2025/12/28 2:05 PM,2025-12-28T20:26:32-08:00,research,https://www.inaturalist.org/observations/332547418,,1,0,False,"Harney County, OR, USA",,False,False
330820222,4250181,4224,cc-by-nc,-124.0713185554,44.611496781,,,244.0,244.0,2025-12-13,2025/12/13 3:10 PM,2025-12-14T22:05:30-08:00,research,https://www.inaturalist.org/observations/330820222,,2,0,False,"Newport, OR, USA",,False,False
330820221,4250181,4224,cc-by-nc,-124.0724646481,44.6108923664,,,488.0,488.0,2025-12-13,2025/12/13 3:06 PM,2025-12-14T22:05:30-08:00,research,https://www.inaturalist.org/observations/330820221,,2,0,False,"Newport, OR, USA",,False,False
330809739,297709,4224,cc-by-nc,-124.0705721667,44.6129333333,,,4.0,4.0,2025-12-13,2025-12-13 12:13:30-08:00,2025-12-14T19:58:35-08:00,research,https://www.inaturalist.org/observations/330809739,,1,0,False,"South Beach State Park, Newport, OR, US",,False,False
330619233,880450,4224,,-124.0767777863,44.6120179399,,,148.0,148.0,2025-12-11,2025/12/11 10:48 AM,2025-12-13T12:00:02-08:00,research,https://www.inaturalist.org/observations/330619233,,1,0,False,"Newport, OR, USA",,False,False
330496603,3064171,4224,cc-by-nc,-124.069230915,44.6142248682,,,61.0,61.0,2025-12-10,2025/12/10 11:46 AM,2025-12-12T12:27:53-08:00,research,https://www.inaturalist.org/observations/330496603,,2,0,False,"Newport, OR, USA",,False,False
330496586,3064171,4224,cc-by-nc,-124.0724830924,44.61300762,,,61.0,61.0,2025-12-10,2025/12/10 11:46 AM,2025-12-12T12:27:50-08:00,research,https://www.inaturalist.org/observations/330496586,,2,0,False,"Newport, OR, USA",,False,False
330340659,1131447,3906,,-123.1756633333,44.4083916667,,,,,2025-12-09,2025-12-09 15:05:51-08:00,2025-12-11T05:29:05-08:00,research,https://www.inaturalist.org/observations/330340659,,1,0,False,"Harmony Rd, Halsey, OR, US",,False,False
330176705,1249080,4224,cc0,-121.1549931904,44.4943703777,,,122.0,122.0,2025-11-27,2025/11/27 9:56 AM,2025-12-09T18:43:19-08:00,research,https://www.inaturalist.org/observations/330176705,,1,0,False,"Jefferson County, OR, USA",,False,False
330166361,317500,4553,,-123.9753868,46.16992186,,,3.0,3.0,2025-12-09,2025-12-09 16:42:14,2025-12-09T16:54:30-08:00,research,https://www.inaturalist.org/observations/330166361,,2,0,False,"Warrenton, OR, USA",,False,False
330044322,8777531,4224,cc-by-nc,-124.0663200921,44.6060124473,,,882.0,882.0,2025-11-09,2025/11/09 3:54 PM,2025-12-08T16:22:21-08:00,research,https://www.inaturalist.org/observations/330044322,,2,0,False,"Newport, OR, USA",,False,False
328805006,5858303,4224,cc-by-nc,-123.9747621325,45.2162672454,,,397.0,397.0,2025-11-07,2025/11/07 4:21 PM,2025-11-29T12:19:17-08:00,research,https://www.inaturalist.org/observations/328805006,Red-necked?,2,0,False,"Tillamook County, US-OR, US",,False,False
328317265,4167278,3906,cc-by-nc,-119.0232137996,43.5114052529,,,23.0,23.0,2025-05-25,2025-05-25 17:26:40-07:00,2025-11-25T23:43:13-08:00,research,https://www.inaturalist.org/observations/328317265,,1,0,False,"Green House Ln, Burns, OR, US",,False,False
